Event,Stage,From,To,Type,Points
dusseldorf-2011,second-semi-final,belgium,Slovakia,Televoting,3
dusseldorf-2011,second-semi-final,belgium,Israel,Televoting,2
dusseldorf-2011,second-semi-final,belgium,Bulgaria,Televoting,1
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Slovenia,Televoting,12
dusseldorf-2011,second-semi-final,bosnia-herzegovina,F.Y.R. Macedonia,Televoting,10
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Belgium,Televoting,8
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Austria,Televoting,7
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Slovakia,Televoting,6
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Sweden,Televoting,5
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Ukraine,Televoting,4
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Ireland,Televoting,3
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Belarus,Televoting,2
dusseldorf-2011,second-semi-final,bosnia-herzegovina,Denmark,Televoting,1
dusseldorf-2011,second-semi-final,bulgaria,Denmark,Televoting,12
dusseldorf-2011,second-semi-final,bulgaria,Austria,Televoting,10
dusseldorf-2011,second-semi-final,bulgaria,Slovenia,Televoting,8
dusseldorf-2011,second-semi-final,bulgaria,Ireland,Televoting,7
dusseldorf-2011,second-semi-final,bulgaria,Belgium,Televoting,6
dusseldorf-2011,second-semi-final,bulgaria,The Netherlands,Televoting,5
dusseldorf-2011,second-semi-final,bulgaria,Estonia,Televoting,4
dusseldorf-2011,second-semi-final,bulgaria,Ukraine,Televoting,3
dusseldorf-2011,second-semi-final,bulgaria,Moldova,Televoting,2
dusseldorf-2011,second-semi-final,bulgaria,Romania,Televoting,1
dusseldorf-2011,second-semi-final,cyprus,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,cyprus,Bulgaria,Televoting,10
dusseldorf-2011,second-semi-final,cyprus,Romania,Televoting,8
dusseldorf-2011,second-semi-final,cyprus,Slovenia,Televoting,7
dusseldorf-2011,second-semi-final,cyprus,Denmark,Televoting,6
dusseldorf-2011,second-semi-final,cyprus,Ukraine,Televoting,5
dusseldorf-2011,second-semi-final,cyprus,Austria,Televoting,4
dusseldorf-2011,second-semi-final,cyprus,Belarus,Televoting,3
dusseldorf-2011,second-semi-final,cyprus,Belgium,Televoting,2
dusseldorf-2011,second-semi-final,cyprus,Israel,Televoting,1
dusseldorf-2011,second-semi-final,denmark,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,denmark,Ireland,Televoting,10
dusseldorf-2011,second-semi-final,denmark,Slovenia,Televoting,8
dusseldorf-2011,second-semi-final,denmark,Bosnia & Herzegovina,Televoting,7
dusseldorf-2011,second-semi-final,denmark,Romania,Televoting,6
dusseldorf-2011,second-semi-final,denmark,Austria,Televoting,5
dusseldorf-2011,second-semi-final,denmark,Bulgaria,Televoting,4
dusseldorf-2011,second-semi-final,denmark,Estonia,Televoting,3
dusseldorf-2011,second-semi-final,denmark,Latvia,Televoting,2
dusseldorf-2011,second-semi-final,denmark,Ukraine,Televoting,1
dusseldorf-2011,second-semi-final,estonia,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,estonia,Denmark,Televoting,10
dusseldorf-2011,second-semi-final,estonia,Latvia,Televoting,8
dusseldorf-2011,second-semi-final,estonia,Ukraine,Televoting,7
dusseldorf-2011,second-semi-final,estonia,Romania,Televoting,6
dusseldorf-2011,second-semi-final,estonia,Slovenia,Televoting,5
dusseldorf-2011,second-semi-final,estonia,Belarus,Televoting,4
dusseldorf-2011,second-semi-final,estonia,Ireland,Televoting,3
dusseldorf-2011,second-semi-final,estonia,Austria,Televoting,2
dusseldorf-2011,second-semi-final,estonia,Belgium,Televoting,1
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Bosnia & Herzegovina,Televoting,12
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Slovenia,Televoting,10
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Belarus,Televoting,8
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Israel,Televoting,7
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Ukraine,Televoting,6
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Moldova,Televoting,5
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Romania,Televoting,4
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Slovakia,Televoting,3
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Sweden,Televoting,2
dusseldorf-2011,second-semi-final,f-y-r-macedonia,Bulgaria,Televoting,1
dusseldorf-2011,second-semi-final,france,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,france,Bosnia & Herzegovina,Televoting,10
dusseldorf-2011,second-semi-final,france,Romania,Televoting,8
dusseldorf-2011,second-semi-final,france,Israel,Televoting,7
dusseldorf-2011,second-semi-final,france,Belgium,Televoting,6
dusseldorf-2011,second-semi-final,france,Slovenia,Televoting,5
dusseldorf-2011,second-semi-final,france,Estonia,Televoting,4
dusseldorf-2011,second-semi-final,france,Bulgaria,Televoting,3
dusseldorf-2011,second-semi-final,france,Denmark,Televoting,2
dusseldorf-2011,second-semi-final,france,Austria,Televoting,1
dusseldorf-2011,second-semi-final,germany,Austria,Televoting,12
dusseldorf-2011,second-semi-final,germany,Denmark,Televoting,10
dusseldorf-2011,second-semi-final,germany,Ireland,Televoting,8
dusseldorf-2011,second-semi-final,germany,Bosnia & Herzegovina,Televoting,7
dusseldorf-2011,second-semi-final,germany,Romania,Televoting,6
dusseldorf-2011,second-semi-final,germany,Moldova,Televoting,5
dusseldorf-2011,second-semi-final,germany,Bulgaria,Televoting,4
dusseldorf-2011,second-semi-final,germany,Slovenia,Televoting,3
dusseldorf-2011,second-semi-final,germany,Cyprus,Televoting,2
dusseldorf-2011,second-semi-final,germany,Sweden,Televoting,1
dusseldorf-2011,second-semi-final,ireland,Denmark,Televoting,12
dusseldorf-2011,second-semi-final,ireland,Estonia,Televoting,10
dusseldorf-2011,second-semi-final,ireland,Sweden,Televoting,8
dusseldorf-2011,second-semi-final,ireland,Latvia,Televoting,7
dusseldorf-2011,second-semi-final,ireland,Slovenia,Televoting,6
dusseldorf-2011,second-semi-final,ireland,Slovakia,Televoting,5
dusseldorf-2011,second-semi-final,ireland,Moldova,Televoting,4
dusseldorf-2011,second-semi-final,ireland,Romania,Televoting,3
dusseldorf-2011,second-semi-final,ireland,Austria,Televoting,2
dusseldorf-2011,second-semi-final,ireland,Bulgaria,Televoting,1
dusseldorf-2011,second-semi-final,israel,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,israel,Denmark,Televoting,10
dusseldorf-2011,second-semi-final,israel,Ukraine,Televoting,8
dusseldorf-2011,second-semi-final,israel,Romania,Televoting,7
dusseldorf-2011,second-semi-final,israel,Slovenia,Televoting,6
dusseldorf-2011,second-semi-final,israel,Estonia,Televoting,5
dusseldorf-2011,second-semi-final,israel,Moldova,Televoting,4
dusseldorf-2011,second-semi-final,israel,F.Y.R. Macedonia,Televoting,3
dusseldorf-2011,second-semi-final,israel,Belgium,Televoting,2
dusseldorf-2011,second-semi-final,israel,Austria,Televoting,1
dusseldorf-2011,second-semi-final,italy,Romania,Televoting,12
dusseldorf-2011,second-semi-final,italy,Bulgaria,Televoting,10
dusseldorf-2011,second-semi-final,italy,Cyprus,Televoting,8
dusseldorf-2011,second-semi-final,italy,Moldova,Televoting,7
dusseldorf-2011,second-semi-final,italy,Ukraine,Televoting,6
dusseldorf-2011,second-semi-final,italy,Austria,Televoting,5
dusseldorf-2011,second-semi-final,italy,Bosnia & Herzegovina,Televoting,4
dusseldorf-2011,second-semi-final,italy,Sweden,Televoting,3
dusseldorf-2011,second-semi-final,italy,Belgium,Televoting,2
dusseldorf-2011,second-semi-final,italy,Israel,Televoting,1
dusseldorf-2011,second-semi-final,latvia,Denmark,Televoting,12
dusseldorf-2011,second-semi-final,latvia,Ireland,Televoting,10
dusseldorf-2011,second-semi-final,latvia,Estonia,Televoting,8
dusseldorf-2011,second-semi-final,latvia,Sweden,Televoting,7
dusseldorf-2011,second-semi-final,latvia,Belarus,Televoting,6
dusseldorf-2011,second-semi-final,latvia,Romania,Televoting,5
dusseldorf-2011,second-semi-final,latvia,Slovenia,Televoting,4
dusseldorf-2011,second-semi-final,latvia,Belgium,Televoting,3
dusseldorf-2011,second-semi-final,latvia,Bosnia & Herzegovina,Televoting,2
dusseldorf-2011,second-semi-final,latvia,Moldova,Televoting,1
dusseldorf-2011,second-semi-final,moldova,Romania,Televoting,12
dusseldorf-2011,second-semi-final,moldova,Belarus,Televoting,10
dusseldorf-2011,second-semi-final,moldova,Ukraine,Televoting,8
dusseldorf-2011,second-semi-final,moldova,Slovakia,Televoting,7
dusseldorf-2011,second-semi-final,moldova,Belgium,Televoting,6
dusseldorf-2011,second-semi-final,moldova,Bulgaria,Televoting,5
dusseldorf-2011,second-semi-final,moldova,Slovenia,Televoting,4
dusseldorf-2011,second-semi-final,moldova,Sweden,Televoting,3
dusseldorf-2011,second-semi-final,moldova,Denmark,Televoting,2
dusseldorf-2011,second-semi-final,moldova,F.Y.R. Macedonia,Televoting,1
dusseldorf-2011,second-semi-final,romania,Moldova,Televoting,12
dusseldorf-2011,second-semi-final,romania,Slovenia,Televoting,10
dusseldorf-2011,second-semi-final,romania,Belgium,Televoting,8
dusseldorf-2011,second-semi-final,romania,Sweden,Televoting,7
dusseldorf-2011,second-semi-final,romania,Ireland,Televoting,6
dusseldorf-2011,second-semi-final,romania,Denmark,Televoting,5
dusseldorf-2011,second-semi-final,romania,Israel,Televoting,4
dusseldorf-2011,second-semi-final,romania,Slovakia,Televoting,3
dusseldorf-2011,second-semi-final,romania,Ukraine,Televoting,2
dusseldorf-2011,second-semi-final,romania,Belarus,Televoting,1
dusseldorf-2011,second-semi-final,slovakia,Bosnia & Herzegovina,Televoting,12
dusseldorf-2011,second-semi-final,slovakia,Ukraine,Televoting,10
dusseldorf-2011,second-semi-final,slovakia,Slovenia,Televoting,8
dusseldorf-2011,second-semi-final,slovakia,Sweden,Televoting,7
dusseldorf-2011,second-semi-final,slovakia,Romania,Televoting,6
dusseldorf-2011,second-semi-final,slovakia,Austria,Televoting,5
dusseldorf-2011,second-semi-final,slovakia,Moldova,Televoting,4
dusseldorf-2011,second-semi-final,slovakia,Denmark,Televoting,3
dusseldorf-2011,second-semi-final,slovakia,Ireland,Televoting,2
dusseldorf-2011,second-semi-final,slovakia,Belarus,Televoting,1
dusseldorf-2011,second-semi-final,slovenia,Bosnia & Herzegovina,Televoting,12
dusseldorf-2011,second-semi-final,slovenia,Denmark,Televoting,10
dusseldorf-2011,second-semi-final,slovenia,F.Y.R. Macedonia,Televoting,8
dusseldorf-2011,second-semi-final,slovenia,Austria,Televoting,7
dusseldorf-2011,second-semi-final,slovenia,Ukraine,Televoting,6
dusseldorf-2011,second-semi-final,slovenia,Sweden,Televoting,5
dusseldorf-2011,second-semi-final,slovenia,Bulgaria,Televoting,4
dusseldorf-2011,second-semi-final,slovenia,Slovakia,Televoting,3
dusseldorf-2011,second-semi-final,slovenia,Belgium,Televoting,2
dusseldorf-2011,second-semi-final,slovenia,Ireland,Televoting,1
dusseldorf-2011,second-semi-final,sweden,Denmark,Televoting,12
dusseldorf-2011,second-semi-final,sweden,Ireland,Televoting,10
dusseldorf-2011,second-semi-final,sweden,Bosnia & Herzegovina,Televoting,8
dusseldorf-2011,second-semi-final,sweden,Romania,Televoting,7
dusseldorf-2011,second-semi-final,sweden,Estonia,Televoting,6
dusseldorf-2011,second-semi-final,sweden,Israel,Televoting,5
dusseldorf-2011,second-semi-final,sweden,Austria,Televoting,4
dusseldorf-2011,second-semi-final,sweden,Ukraine,Televoting,3
dusseldorf-2011,second-semi-final,sweden,Latvia,Televoting,2
dusseldorf-2011,second-semi-final,sweden,Bulgaria,Televoting,1
dusseldorf-2011,second-semi-final,the-netherlands,Sweden,Televoting,12
dusseldorf-2011,second-semi-final,the-netherlands,Bosnia & Herzegovina,Televoting,10
dusseldorf-2011,second-semi-final,the-netherlands,Slovenia,Televoting,8
dusseldorf-2011,second-semi-final,the-netherlands,Denmark,Televoting,7
dusseldorf-2011,second-semi-final,the-netherlands,Belgium,Televoting,6
dusseldorf-2011,second-semi-final,the-netherlands,Israel,Televoting,5
dusseldorf-2011,second-semi-final,the-netherlands,Romania,Televoting,4
dusseldorf-2011,second-semi-final,the-netherlands,Austria,Televoting,3
dusseldorf-2011,second-semi-final,the-netherlands,Bulgaria,Televoting,2
dusseldorf-2011,second-semi-final,the-netherlands,Ireland,Televoting,1
dusseldorf-2011,second-semi-final,ukraine,Slovakia,Televoting,12
dusseldorf-2011,second-semi-final,ukraine,Belarus,Televoting,10
dusseldorf-2011,second-semi-final,ukraine,Estonia,Televoting,8
dusseldorf-2011,second-semi-final,ukraine,F.Y.R. Macedonia,Televoting,7
dusseldorf-2011,second-semi-final,ukraine,Cyprus,Televoting,6
dusseldorf-2011,second-semi-final,ukraine,Sweden,Televoting,5
dusseldorf-2011,second-semi-final,ukraine,Bosnia & Herzegovina,Televoting,4
dusseldorf-2011,second-semi-final,ukraine,Denmark,Televoting,3
dusseldorf-2011,second-semi-final,ukraine,Ireland,Televoting,2
dusseldorf-2011,second-semi-final,ukraine,Austria,Televoting,1
dusseldorf-2011,grand-final,albania,Italy,Televoting,12
dusseldorf-2011,grand-final,albania,Greece,Televoting,10
dusseldorf-2011,grand-final,albania,Azerbaijan,Televoting,8
dusseldorf-2011,grand-final,albania,Bosnia & Herzegovina,Televoting,7
dusseldorf-2011,grand-final,albania,United Kingdom,Televoting,6
dusseldorf-2011,grand-final,albania,Spain,Televoting,5
dusseldorf-2011,grand-final,albania,Russia,Televoting,4
dusseldorf-2011,grand-final,albania,Ukraine,Televoting,3
dusseldorf-2011,grand-final,albania,France,Televoting,2
dusseldorf-2011,grand-final,albania,Serbia,Televoting,1
dusseldorf-2011,grand-final,armenia,Ukraine,Televoting,12
dusseldorf-2011,grand-final,armenia,Georgia,Televoting,10
dusseldorf-2011,grand-final,armenia,Russia,Televoting,8
dusseldorf-2011,grand-final,armenia,Greece,Televoting,7
dusseldorf-2011,grand-final,armenia,Italy,Televoting,6
dusseldorf-2011,grand-final,armenia,France,Televoting,5
dusseldorf-2011,grand-final,armenia,Sweden,Televoting,4
dusseldorf-2011,grand-final,armenia,Austria,Televoting,3
dusseldorf-2011,grand-final,armenia,United Kingdom,Televoting,2
dusseldorf-2011,grand-final,armenia,Serbia,Televoting,1
dusseldorf-2011,grand-final,austria,Bosnia & Herzegovina,Televoting,12
dusseldorf-2011,grand-final,austria,Germany,Televoting,10
dusseldorf-2011,grand-final,austria,Azerbaijan,Televoting,8
dusseldorf-2011,grand-final,austria,Serbia,Televoting,7
dusseldorf-2011,grand-final,austria,Italy,Televoting,6
dusseldorf-2011,grand-final,austria,Moldova,Televoting,5
dusseldorf-2011,grand-final,austria,Ireland,Televoting,4
dusseldorf-2011,grand-final,austria,Slovenia,Televoting,3
dusseldorf-2011,grand-final,austria,Hungary,Televoting,2
dusseldorf-2011,grand-final,austria,Romania,Televoting,1
dusseldorf-2011,grand-final,azerbaijan,Ukraine,Televoting,12
dusseldorf-2011,grand-final,azerbaijan,Georgia,Televoting,10
dusseldorf-2011,grand-final,azerbaijan,Greece,Televoting,8
dusseldorf-2011,grand-final,azerbaijan,Moldova,Televoting,7
dusseldorf-2011,grand-final,azerbaijan,Romania,Televoting,6
dusseldorf-2011,grand-final,azerbaijan,United Kingdom,Televoting,5
dusseldorf-2011,grand-final,azerbaijan,Russia,Televoting,4
dusseldorf-2011,grand-final,azerbaijan,Sweden,Televoting,3
dusseldorf-2011,grand-final,azerbaijan,Hungary,Televoting,2
dusseldorf-2011,grand-final,azerbaijan,Italy,Televoting,1
dusseldorf-2011,grand-final,belarus,Georgia,Televoting,12
dusseldorf-2011,grand-final,belarus,Ukraine,Televoting,10
dusseldorf-2011,grand-final,belarus,Germany,Televoting,8
dusseldorf-2011,grand-final,belarus,Moldova,Televoting,7
dusseldorf-2011,grand-final,belarus,Azerbaijan,Televoting,6
dusseldorf-2011,grand-final,belarus,Russia,Televoting,5
dusseldorf-2011,grand-final,belarus,Sweden,Televoting,4
dusseldorf-2011,grand-final,belarus,Italy,Televoting,3
dusseldorf-2011,grand-final,belarus,United Kingdom,Televoting,2
dusseldorf-2011,grand-final,belarus,Denmark,Televoting,1
dusseldorf-2011,grand-final,belgium,France,Televoting,12
dusseldorf-2011,grand-final,belgium,Romania,Televoting,10
dusseldorf-2011,grand-final,belgium,Greece,Televoting,8
dusseldorf-2011,grand-final,belgium,Ireland,Televoting,7
dusseldorf-2011,grand-final,belgium,Italy,Televoting,6
dusseldorf-2011,grand-final,belgium,Germany,Televoting,5
dusseldorf-2011,grand-final,belgium,Sweden,Televoting,4
dusseldorf-2011,grand-final,belgium,Azerbaijan,Televoting,3
dusseldorf-2011,grand-final,belgium,Estonia,Televoting,2
dusseldorf-2011,grand-final,belgium,Moldova,Televoting,1
dusseldorf-2011,grand-final,bosnia-herzegovina,Slovenia,Televoting,12
dusseldorf-2011,grand-final,bosnia-herzegovina,Serbia,Televoting,10
dusseldorf-2011,grand-final,bosnia-herzegovina,Azerbaijan,Televoting,8
dusseldorf-2011,grand-final,bosnia-herzegovina,Austria,Televoting,7
dusseldorf-2011,grand-final,bosnia-herzegovina,Italy,Televoting,6
dusseldorf-2011,grand-final,bosnia-herzegovina,Sweden,Televoting,5
dusseldorf-2011,grand-final,bosnia-herzegovina,France,Televoting,4
dusseldorf-2011,grand-final,bosnia-herzegovina,Germany,Televoting,3
dusseldorf-2011,grand-final,bosnia-herzegovina,Ireland,Televoting,2
dusseldorf-2011,grand-final,bosnia-herzegovina,Iceland,Televoting,1
dusseldorf-2011,grand-final,bulgaria,United Kingdom,Televoting,12
dusseldorf-2011,grand-final,bulgaria,Greece,Televoting,10
dusseldorf-2011,grand-final,bulgaria,Ukraine,Televoting,8
dusseldorf-2011,grand-final,bulgaria,Denmark,Televoting,7
dusseldorf-2011,grand-final,bulgaria,Romania,Televoting,6
dusseldorf-2011,grand-final,bulgaria,Austria,Televoting,5
dusseldorf-2011,grand-final,bulgaria,Russia,Televoting,4
dusseldorf-2011,grand-final,bulgaria,Ireland,Televoting,3
dusseldorf-2011,grand-final,bulgaria,Bosnia & Herzegovina,Televoting,2
dusseldorf-2011,grand-final,bulgaria,Georgia,Televoting,1
dusseldorf-2011,grand-final,croatia,Slovenia,Televoting,12
dusseldorf-2011,grand-final,croatia,Azerbaijan,Televoting,10
dusseldorf-2011,grand-final,croatia,Serbia,Televoting,8
dusseldorf-2011,grand-final,croatia,Bosnia & Herzegovina,Televoting,7
dusseldorf-2011,grand-final,croatia,France,Televoting,6
dusseldorf-2011,grand-final,croatia,Ukraine,Televoting,5
dusseldorf-2011,grand-final,croatia,Sweden,Televoting,4
dusseldorf-2011,grand-final,croatia,Austria,Televoting,3
dusseldorf-2011,grand-final,croatia,Lithuania,Televoting,2
dusseldorf-2011,grand-final,croatia,Germany,Televoting,1
dusseldorf-2011,grand-final,cyprus,Greece,Televoting,12
dusseldorf-2011,grand-final,cyprus,Sweden,Televoting,10
dusseldorf-2011,grand-final,cyprus,Azerbaijan,Televoting,8
dusseldorf-2011,grand-final,cyprus,France,Televoting,7
dusseldorf-2011,grand-final,cyprus,Slovenia,Televoting,6
dusseldorf-2011,grand-final,cyprus,Ukraine,Televoting,5
dusseldorf-2011,grand-final,cyprus,United Kingdom,Televoting,4
dusseldorf-2011,grand-final,cyprus,Denmark,Televoting,3
dusseldorf-2011,grand-final,cyprus,Russia,Televoting,2
